session,fc,position,subject,experiment,menu,choice
130918_1303,0,26,nfc-130918_1303-phase3-subj01,1,"So,Pa,Hi",Hi
130918_1303,0,30,nfc-130918_1303-phase3-subj01,1,"Ca,Hi",Ca
130918_1303,0,29,nfc-130918_1303-phase3-subj01,1,"So,Sa,Hi",Hi
130918_1303,0,8,nfc-130918_1303-phase3-subj01,1,Sa,Sa
130918_1303,0,22,nfc-130918_1303-phase3-subj01,1,Pa,Pa
130918_1303,0,10,nfc-130918_1303-phase3-subj01,1,Hi,Hi
130918_1303,0,7,nfc-130918_1303-phase3-subj01,1,"Ca,So,Pa,Sa,Hi",Ca
130918_1303,0,28,nfc-130918_1303-phase3-subj01,1,Ca,Ca
130918_1303,0,27,nfc-130918_1303-phase3-subj01,1,"Pa,Sa,Hi",Hi
130918_1303,0,31,nfc-130918_1303-phase3-subj01,1,"Ca,So,Pa,Sa",Ca
130918_1303,0,26,nfc-130918_1303-phase3-subj02,1,"So,Pa,Hi",
130918_1303,0,27,nfc-130918_1303-phase3-subj02,1,"Pa,Sa,Hi",Sa
130918_1303,0,5,nfc-130918_1303-phase3-subj02,1,"Ca,So,Pa",Ca
130918_1303,0,16,nfc-130918_1303-phase3-subj02,1,"Ca,Pa,Hi",Ca
130918_1303,0,30,nfc-130918_1303-phase3-subj02,1,"Ca,Hi",Ca
130918_1303,0,12,nfc-130918_1303-phase3-subj02,1,So,
130918_1303,0,31,nfc-130918_1303-phase3-subj02,1,"Ca,So,Pa,Sa",Ca
130918_1303,0,23,nfc-130918_1303-phase3-subj02,1,"Ca,Sa",Ca
130918_1303,0,25,nfc-130918_1303-phase3-subj02,1,"So,Pa,Sa",
130918_1303,0,21,nfc-130918_1303-phase3-subj02,1,"Ca,Sa,Hi",Ca
130918_1303,0,7,nfc-130918_1303-phase3-subj02,1,"Ca,So,Pa,Sa,Hi",Ca
130918_1303,0,11,nfc-130918_1303-phase3-subj02,1,"Ca,So,Sa,Hi",Ca
130918_1303,0,14,nfc-130918_1303-phase3-subj02,1,"Ca,So",Ca
130918_1303,0,3,nfc-130918_1303-phase3-subj02,1,"Sa,Hi",
130918_1303,0,13,nfc-130918_1303-phase3-subj02,1,"So,Pa",
130918_1303,0,18,nfc-130918_1303-phase3-subj02,1,"Pa,Hi",
130918_1303,0,19,nfc-130918_1303-phase3-subj02,1,"Ca,Pa,Sa,Hi",Ca
130918_1303,0,22,nfc-130918_1303-phase3-subj02,1,Pa,
130918_1303,0,28,nfc-130918_1303-phase3-subj02,1,Ca,Ca
130918_1303,0,4,nfc-130918_1303-phase3-subj02,1,"Ca,Pa,Sa",Ca
130918_1303,0,1,nfc-130918_1303-phase3-subj02,1,"So,Hi",
130918_1303,0,9,nfc-130918_1303-phase3-subj02,1,"Pa,Sa",
130918_1303,0,24,nfc-130918_1303-phase3-subj02,1,"Ca,Pa",Ca
130918_1303,0,29,nfc-130918_1303-phase3-subj02,1,"So,Sa,Hi",Sa
130918_1303,0,2,nfc-130918_1303-phase3-subj02,1,"Ca,So,Sa",Ca
130918_1303,0,10,nfc-130918_1303-phase3-subj02,1,Hi,
130918_1303,0,20,nfc-130918_1303-phase3-subj02,1,"So,Pa,Sa,Hi",
130918_1303,0,8,nfc-130918_1303-phase3-subj02,1,Sa,
130918_1303,0,15,nfc-130918_1303-phase3-subj02,1,"Ca,So,Hi",Ca
130918_1303,0,6,nfc-130918_1303-phase3-subj02,1,"Ca,So,Pa,Hi",Ca
130918_1303,0,17,nfc-130918_1303-phase3-subj02,1,"So,Sa",
130918_1303,0,19,nfc-130918_1303-phase3-subj03,1,"Ca,Pa,Sa,Hi",Pa
130918_1303,0,3,nfc-130918_1303-phase3-subj03,1,"Sa,Hi",Sa
130918_1303,0,24,nfc-130918_1303-phase3-subj03,1,"Ca,Pa",Pa
130918_1303,0,20,nfc-130918_1303-phase3-subj03,1,"So,Pa,Sa,Hi",So
130918_1303,0,29,nfc-130918_1303-phase3-subj03,1,"So,Sa,Hi",So
130918_1303,0,12,nfc-130918_1303-phase3-subj03,1,So,So
130918_1303,0,31,nfc-130918_1303-phase3-subj03,1,"Ca,So,Pa,Sa",So
130918_1303,0,1,nfc-130918_1303-phase3-subj03,1,"So,Hi",So
130918_1303,0,2,nfc-130918_1303-phase3-subj03,1,"Ca,So,Sa",Ca
130918_1303,0,8,nfc-130918_1303-phase3-subj03,1,Sa,Sa
130918_1303,0,4,nfc-130918_1303-phase3-subj03,1,"Ca,Pa,Sa",Pa
130918_1303,0,14,nfc-130918_1303-phase3-subj03,1,"Ca,So",So
130918_1303,0,23,nfc-130918_1303-phase3-subj03,1,"Ca,Sa",Sa
130918_1303,0,28,nfc-130918_1303-phase3-subj03,1,Ca,Ca
130918_1303,0,15,nfc-130918_1303-phase3-subj03,1,"Ca,So,Hi",So
130918_1303,0,30,nfc-130918_1303-phase3-subj03,1,"Ca,Hi",Ca
130918_1303,0,10,nfc-130918_1303-phase3-subj03,1,Hi,Hi
130918_1303,0,18,nfc-130918_1303-phase3-subj03,1,"Pa,Hi",Pa
130918_1303,0,6,nfc-130918_1303-phase3-subj03,1,"Ca,So,Pa,Hi",So
130918_1303,0,11,nfc-130918_1303-phase3-subj03,1,"Ca,So,Sa,Hi",So
130918_1303,0,21,nfc-130918_1303-phase3-subj03,1,"Ca,Sa,Hi",Sa
130918_1303,0,26,nfc-130918_1303-phase3-subj03,1,"So,Pa,Hi",So
130918_1303,0,5,nfc-130918_1303-phase3-subj03,1,"Ca,So,Pa",So
130918_1303,0,13,nfc-130918_1303-phase3-subj03,1,"So,Pa",So
130918_1303,0,27,nfc-130918_1303-phase3-subj03,1,"Pa,Sa,Hi",Pa
130918_1303,0,17,nfc-130918_1303-phase3-subj03,1,"So,Sa",So
130918_1303,0,9,nfc-130918_1303-phase3-subj03,1,"Pa,Sa",Pa
130918_1303,0,7,nfc-130918_1303-phase3-subj03,1,"Ca,So,Pa,Sa,Hi",So
130918_1303,0,16,nfc-130918_1303-phase3-subj03,1,"Ca,Pa,Hi",Pa
130918_1303,0,25,nfc-130918_1303-phase3-subj03,1,"So,Pa,Sa",So
130918_1303,0,22,nfc-130918_1303-phase3-subj03,1,Pa,Pa
130918_1303,0,2,nfc-130918_1303-phase3-subj04,1,"Ca,So,Sa",Ca
130918_1303,0,6,nfc-130918_1303-phase3-subj04,1,"Ca,So,Pa,Hi",Ca
130918_1303,0,16,nfc-130918_1303-phase3-subj04,1,"Ca,Pa,Hi",Ca
130918_1303,0,18,nfc-130918_1303-phase3-subj04,1,"Pa,Hi",Hi
130918_1303,0,1,nfc-130918_1303-phase3-subj04,1,"So,Hi",
130918_1303,0,25,nfc-130918_1303-phase3-subj04,1,"So,Pa,Sa",Sa
130918_1303,0,28,nfc-130918_1303-phase3-subj04,1,Ca,Ca
130918_1303,0,27,nfc-130918_1303-phase3-subj04,1,"Pa,Sa,Hi",Sa
130918_1303,0,7,nfc-130918_1303-phase3-subj04,1,"Ca,So,Pa,Sa,Hi",Ca
130918_1303,0,11,nfc-130918_1303-phase3-subj04,1,"Ca,So,Sa,Hi",Ca
130918_1303,0,22,nfc-130918_1303-phase3-subj04,1,Pa,
130918_1303,0,17,nfc-130918_1303-phase3-subj04,1,"So,Sa",Sa
130918_1303,0,9,nfc-130918_1303-phase3-subj04,1,"Pa,Sa",Sa
130918_1303,0,26,nfc-130918_1303-phase3-subj04,1,"So,Pa,Hi",Hi
130918_1303,0,3,nfc-130918_1303-phase3-subj04,1,"Sa,Hi",Sa
130918_1303,0,21,nfc-130918_1303-phase3-subj04,1,"Ca,Sa,Hi",
130918_1303,0,12,nfc-130918_1303-phase3-subj04,1,So,
130918_1303,0,14,nfc-130918_1303-phase3-subj04,1,"Ca,So",Ca
130918_1303,0,5,nfc-130918_1303-phase3-subj04,1,"Ca,So,Pa",Ca
130918_1303,0,23,nfc-130918_1303-phase3-subj04,1,"Ca,Sa",
130918_1303,0,10,nfc-130918_1303-phase3-subj04,1,Hi,
130918_1303,0,31,nfc-130918_1303-phase3-subj04,1,"Ca,So,Pa,Sa",Ca
130918_1303,0,29,nfc-130918_1303-phase3-subj04,1,"So,Sa,Hi",
130918_1303,0,24,nfc-130918_1303-phase3-subj04,1,"Ca,Pa",Ca
130918_1303,0,13,nfc-130918_1303-phase3-subj04,1,"So,Pa",Pa
130918_1303,0,15,nfc-130918_1303-phase3-subj04,1,"Ca,So,Hi",Ca
130918_1303,0,8,nfc-130918_1303-phase3-subj04,1,Sa,
130918_1303,0,30,nfc-130918_1303-phase3-subj04,1,"Ca,Hi",Ca
130918_1303,0,4,nfc-130918_1303-phase3-subj04,1,"Ca,Pa,Sa",Ca
130918_1303,0,19,nfc-130918_1303-phase3-subj04,1,"Ca,Pa,Sa,Hi",Ca
130918_1303,0,20,nfc-130918_1303-phase3-subj04,1,"So,Pa,Sa,Hi",Sa
130918_1303,0,30,nfc-130918_1303-phase3-subj05,1,"Ca,Hi",Hi
130918_1303,0,28,nfc-130918_1303-phase3-subj05,1,Ca,
130918_1303,0,27,nfc-130918_1303-phase3-subj05,1,"Pa,Sa,Hi",Sa
130918_1303,0,26,nfc-130918_1303-phase3-subj05,1,"So,Pa,Hi",So
130918_1303,0,16,nfc-130918_1303-phase3-subj05,1,"Ca,Pa,Hi",Hi
130918_1303,0,8,nfc-130918_1303-phase3-subj05,1,Sa,Sa
130918_1303,0,14,nfc-130918_1303-phase3-subj05,1,"Ca,So",So
130918_1303,0,6,nfc-130918_1303-phase3-subj05,1,"Ca,So,Pa,Hi",So
130918_1303,0,13,nfc-130918_1303-phase3-subj05,1,"So,Pa",So
130918_1303,0,3,nfc-130918_1303-phase3-subj05,1,"Sa,Hi",Sa
130918_1303,0,19,nfc-130918_1303-phase3-subj05,1,"Ca,Pa,Sa,Hi",Sa
130918_1303,0,2,nfc-130918_1303-phase3-subj05,1,"Ca,So,Sa",Sa
130918_1303,0,20,nfc-130918_1303-phase3-subj05,1,"So,Pa,Sa,Hi",Sa
130918_1303,0,10,nfc-130918_1303-phase3-subj05,1,Hi,Hi
130918_1303,0,9,nfc-130918_1303-phase3-subj05,1,"Pa,Sa",Sa
130918_1303,0,18,nfc-130918_1303-phase3-subj05,1,"Pa,Hi",Hi
130918_1303,0,12,nfc-130918_1303-phase3-subj05,1,So,
130918_1303,0,15,nfc-130918_1303-phase3-subj05,1,"Ca,So,Hi",So
130918_1303,0,31,nfc-130918_1303-phase3-subj05,1,"Ca,So,Pa,Sa",Sa
130918_1303,0,11,nfc-130918_1303-phase3-subj05,1,"Ca,So,Sa,Hi",Sa
130918_1303,0,7,nfc-130918_1303-phase3-subj05,1,"Ca,So,Pa,Sa,Hi",Sa
130918_1303,0,21,nfc-130918_1303-phase3-subj05,1,"Ca,Sa,Hi",Sa
130918_1303,0,5,nfc-130918_1303-phase3-subj05,1,"Ca,So,Pa",So
130918_1303,0,1,nfc-130918_1303-phase3-subj05,1,"So,Hi",Hi
130918_1303,0,22,nfc-130918_1303-phase3-subj05,1,Pa,Pa
130918_1303,0,24,nfc-130918_1303-phase3-subj05,1,"Ca,Pa",Pa
130918_1303,0,23,nfc-130918_1303-phase3-subj05,1,"Ca,Sa",Sa
130918_1303,0,29,nfc-130918_1303-phase3-subj05,1,"So,Sa,Hi",Sa
130918_1303,0,25,nfc-130918_1303-phase3-subj05,1,"So,Pa,Sa",Sa
130918_1303,0,4,nfc-130918_1303-phase3-subj05,1,"Ca,Pa,Sa",Sa
130918_1303,0,17,nfc-130918_1303-phase3-subj05,1,"So,Sa",Sa
130918_1303,0,27,nfc-130918_1303-phase3-subj06,1,"Pa,Sa,Hi",
130918_1303,0,5,nfc-130918_1303-phase3-subj06,1,"Ca,So,Pa",
130918_1303,0,31,nfc-130918_1303-phase3-subj06,1,"Ca,So,Pa,Sa",
130918_1303,0,14,nfc-130918_1303-phase3-subj06,1,"Ca,So",
130918_1303,0,30,nfc-130918_1303-phase3-subj06,1,"Ca,Hi",
130918_1303,0,28,nfc-130918_1303-phase3-subj06,1,Ca,Ca
130918_1303,0,26,nfc-130918_1303-phase3-subj06,1,"So,Pa,Hi",
130918_1303,0,9,nfc-130918_1303-phase3-subj06,1,"Pa,Sa",
130918_1303,0,20,nfc-130918_1303-phase3-subj06,1,"So,Pa,Sa,Hi",
130918_1303,0,21,nfc-130918_1303-phase3-subj06,1,"Ca,Sa,Hi",
130918_1303,0,17,nfc-130918_1303-phase3-subj06,1,"So,Sa",
130918_1303,0,11,nfc-130918_1303-phase3-subj06,1,"Ca,So,Sa,Hi",
130918_1303,0,18,nfc-130918_1303-phase3-subj06,1,"Pa,Hi",
130918_1303,0,29,nfc-130918_1303-phase3-subj06,1,"So,Sa,Hi",
130918_1303,0,2,nfc-130918_1303-phase3-subj06,1,"Ca,So,Sa",
130918_1303,0,8,nfc-130918_1303-phase3-subj06,1,Sa,Sa
130918_1303,0,13,nfc-130918_1303-phase3-subj06,1,"So,Pa",
130918_1303,0,23,nfc-130918_1303-phase3-subj06,1,"Ca,Sa",
130918_1303,0,15,nfc-130918_1303-phase3-subj06,1,"Ca,So,Hi",
130918_1303,0,4,nfc-130918_1303-phase3-subj06,1,"Ca,Pa,Sa",
130918_1303,0,25,nfc-130918_1303-phase3-subj06,1,"So,Pa,Sa",
130918_1303,0,12,nfc-130918_1303-phase3-subj06,1,So,So
130918_1303,0,19,nfc-130918_1303-phase3-subj06,1,"Ca,Pa,Sa,Hi",
130918_1303,0,3,nfc-130918_1303-phase3-subj06,1,"Sa,Hi",
130918_1303,0,7,nfc-130918_1303-phase3-subj06,1,"Ca,So,Pa,Sa,Hi",
130918_1303,0,1,nfc-130918_1303-phase3-subj06,1,"So,Hi",
130918_1303,0,24,nfc-130918_1303-phase3-subj06,1,"Ca,Pa",
130918_1303,0,22,nfc-130918_1303-phase3-subj06,1,Pa,Pa
130918_1303,0,10,nfc-130918_1303-phase3-subj06,1,Hi,Hi
130918_1303,0,16,nfc-130918_1303-phase3-subj06,1,"Ca,Pa,Hi",
130918_1303,0,6,nfc-130918_1303-phase3-subj06,1,"Ca,So,Pa,Hi",
130918_1303,0,25,nfc-130918_1303-phase3-subj07,1,"So,Pa,Sa",Sa
130918_1303,0,1,nfc-130918_1303-phase3-subj07,1,"So,Hi",So
130918_1303,0,2,nfc-130918_1303-phase3-subj07,1,"Ca,So,Sa",Sa
130918_1303,0,21,nfc-130918_1303-phase3-subj07,1,"Ca,Sa,Hi",Sa
130918_1303,0,29,nfc-130918_1303-phase3-subj07,1,"So,Sa,Hi",Sa
130918_1303,0,4,nfc-130918_1303-phase3-subj07,1,"Ca,Pa,Sa",Sa
130918_1303,0,15,nfc-130918_1303-phase3-subj07,1,"Ca,So,Hi",So
130918_1303,0,16,nfc-130918_1303-phase3-subj07,1,"Ca,Pa,Hi",
130918_1303,0,26,nfc-130918_1303-phase3-subj07,1,"So,Pa,Hi",So
130918_1303,0,11,nfc-130918_1303-phase3-subj07,1,"Ca,So,Sa,Hi",Sa
130918_1303,0,3,nfc-130918_1303-phase3-subj07,1,"Sa,Hi",Sa
130918_1303,0,6,nfc-130918_1303-phase3-subj07,1,"Ca,So,Pa,Hi",
130918_1303,0,18,nfc-130918_1303-phase3-subj07,1,"Pa,Hi",
130918_1303,0,28,nfc-130918_1303-phase3-subj07,1,Ca,
130918_1303,0,31,nfc-130918_1303-phase3-subj07,1,"Ca,So,Pa,Sa",Sa
130918_1303,0,22,nfc-130918_1303-phase3-subj07,1,Pa,
130918_1303,0,20,nfc-130918_1303-phase3-subj07,1,"So,Pa,Sa,Hi",Sa
130918_1303,0,8,nfc-130918_1303-phase3-subj07,1,Sa,Sa
130918_1303,0,12,nfc-130918_1303-phase3-subj07,1,So,So
130918_1303,0,23,nfc-130918_1303-phase3-subj07,1,"Ca,Sa",Sa
130918_1303,0,9,nfc-130918_1303-phase3-subj07,1,"Pa,Sa",Sa
130918_1303,0,27,nfc-130918_1303-phase3-subj07,1,"Pa,Sa,Hi",Sa
130918_1303,0,13,nfc-130918_1303-phase3-subj07,1,"So,Pa",So
130918_1303,0,17,nfc-130918_1303-phase3-subj07,1,"So,Sa",Sa
130918_1303,0,5,nfc-130918_1303-phase3-subj07,1,"Ca,So,Pa",
130918_1303,0,30,nfc-130918_1303-phase3-subj07,1,"Ca,Hi",
130918_1303,0,19,nfc-130918_1303-phase3-subj07,1,"Ca,Pa,Sa,Hi",Sa
130918_1303,0,7,nfc-130918_1303-phase3-subj07,1,"Ca,So,Pa,Sa,Hi",Sa
130918_1303,0,24,nfc-130918_1303-phase3-subj07,1,"Ca,Pa",
130918_1303,0,14,nfc-130918_1303-phase3-subj07,1,"Ca,So",So
130918_1303,0,10,nfc-130918_1303-phase3-subj07,1,Hi,
130918_1303,0,19,nfc-130918_1303-phase3-subj08,1,"Ca,Pa,Sa,Hi",Sa
130918_1303,0,9,nfc-130918_1303-phase3-subj08,1,"Pa,Sa",Sa
130918_1303,0,27,nfc-130918_1303-phase3-subj08,1,"Pa,Sa,Hi",
130918_1303,0,6,nfc-130918_1303-phase3-subj08,1,"Ca,So,Pa,Hi",So
130918_1303,0,29,nfc-130918_1303-phase3-subj08,1,"So,Sa,Hi",So
130918_1303,0,17,nfc-130918_1303-phase3-subj08,1,"So,Sa",So
130918_1303,0,24,nfc-130918_1303-phase3-subj08,1,"Ca,Pa",Ca
130918_1303,0,31,nfc-130918_1303-phase3-subj08,1,"Ca,So,Pa,Sa",So
130918_1303,0,4,nfc-130918_1303-phase3-subj08,1,"Ca,Pa,Sa",Sa
130918_1303,0,26,nfc-130918_1303-phase3-subj08,1,"So,Pa,Hi",So
130918_1303,0,2,nfc-130918_1303-phase3-subj08,1,"Ca,So,Sa",Sa
130918_1303,0,30,nfc-130918_1303-phase3-subj08,1,"Ca,Hi",Ca
130918_1303,0,15,nfc-130918_1303-phase3-subj08,1,"Ca,So,Hi",So
130918_1303,0,11,nfc-130918_1303-phase3-subj08,1,"Ca,So,Sa,Hi",So
130918_1303,0,16,nfc-130918_1303-phase3-subj08,1,"Ca,Pa,Hi",Ca
130918_1303,0,10,nfc-130918_1303-phase3-subj08,1,Hi,
130918_1303,0,12,nfc-130918_1303-phase3-subj08,1,So,So
130918_1303,0,14,nfc-130918_1303-phase3-subj08,1,"Ca,So",So
130918_1303,0,23,nfc-130918_1303-phase3-subj08,1,"Ca,Sa",Ca
130918_1303,0,20,nfc-130918_1303-phase3-subj08,1,"So,Pa,Sa,Hi",So
130918_1303,0,18,nfc-130918_1303-phase3-subj08,1,"Pa,Hi",
130918_1303,0,22,nfc-130918_1303-phase3-subj08,1,Pa,
130918_1303,0,5,nfc-130918_1303-phase3-subj08,1,"Ca,So,Pa",So
130918_1303,0,7,nfc-130918_1303-phase3-subj08,1,"Ca,So,Pa,Sa,Hi",Sa
130918_1303,0,25,nfc-130918_1303-phase3-subj08,1,"So,Pa,Sa",So
130918_1303,0,13,nfc-130918_1303-phase3-subj08,1,"So,Pa",So
130918_1303,0,21,nfc-130918_1303-phase3-subj08,1,"Ca,Sa,Hi",Ca
130918_1303,0,28,nfc-130918_1303-phase3-subj08,1,Ca,Ca
130918_1303,0,3,nfc-130918_1303-phase3-subj08,1,"Sa,Hi",Sa
130918_1303,0,8,nfc-130918_1303-phase3-subj08,1,Sa,Sa
130918_1303,0,1,nfc-130918_1303-phase3-subj08,1,"So,Hi",So
130918_1303,0,28,nfc-130918_1303-phase3-subj09,1,Ca,Ca
130918_1303,0,17,nfc-130918_1303-phase3-subj09,1,"So,Sa",Sa
130918_1303,0,21,nfc-130918_1303-phase3-subj09,1,"Ca,Sa,Hi",Ca
130918_1303,0,5,nfc-130918_1303-phase3-subj09,1,"Ca,So,Pa",Ca
130918_1303,0,2,nfc-130918_1303-phase3-subj09,1,"Ca,So,Sa",Ca
130918_1303,0,24,nfc-130918_1303-phase3-subj09,1,"Ca,Pa",Ca
130918_1303,0,1,nfc-130918_1303-phase3-subj09,1,"So,Hi",
130918_1303,0,12,nfc-130918_1303-phase3-subj09,1,So,So
130918_1303,0,30,nfc-130918_1303-phase3-subj09,1,"Ca,Hi",Ca
130918_1303,0,13,nfc-130918_1303-phase3-subj09,1,"So,Pa",So
130918_1303,0,25,nfc-130918_1303-phase3-subj09,1,"So,Pa,Sa",Sa
130918_1303,0,20,nfc-130918_1303-phase3-subj09,1,"So,Pa,Sa,Hi",Sa
130918_1303,0,14,nfc-130918_1303-phase3-subj09,1,"Ca,So",Ca
130918_1303,0,26,nfc-130918_1303-phase3-subj09,1,"So,Pa,Hi",So
130918_1303,0,18,nfc-130918_1303-phase3-subj09,1,"Pa,Hi",Pa
130918_1303,0,10,nfc-130918_1303-phase3-subj09,1,Hi,
130918_1303,0,11,nfc-130918_1303-phase3-subj09,1,"Ca,So,Sa,Hi",Ca
130918_1303,0,8,nfc-130918_1303-phase3-subj09,1,Sa,Sa
130918_1303,0,7,nfc-130918_1303-phase3-subj09,1,"Ca,So,Pa,Sa,Hi",Ca
130918_1303,0,22,nfc-130918_1303-phase3-subj09,1,Pa,Pa
130918_1303,0,23,nfc-130918_1303-phase3-subj09,1,"Ca,Sa",Ca
130918_1303,0,16,nfc-130918_1303-phase3-subj09,1,"Ca,Pa,Hi",Ca
130918_1303,0,15,nfc-130918_1303-phase3-subj09,1,"Ca,So,Hi",Ca
130918_1303,0,4,nfc-130918_1303-phase3-subj09,1,"Ca,Pa,Sa",Ca
130918_1303,0,29,nfc-130918_1303-phase3-subj09,1,"So,Sa,Hi",Sa
130918_1303,0,3,nfc-130918_1303-phase3-subj09,1,"Sa,Hi",Sa
130918_1303,0,27,nfc-130918_1303-phase3-subj09,1,"Pa,Sa,Hi",Sa
130918_1303,0,19,nfc-130918_1303-phase3-subj09,1,"Ca,Pa,Sa,Hi",Ca
130918_1303,0,31,nfc-130918_1303-phase3-subj09,1,"Ca,So,Pa,Sa",Ca
130918_1303,0,6,nfc-130918_1303-phase3-subj09,1,"Ca,So,Pa,Hi",Ca
130918_1303,0,9,nfc-130918_1303-phase3-subj09,1,"Pa,Sa",Sa
130918_1303,0,17,nfc-130918_1303-phase3-subj10,1,"So,Sa",Sa
130918_1303,0,28,nfc-130918_1303-phase3-subj10,1,Ca,
130918_1303,0,11,nfc-130918_1303-phase3-subj10,1,"Ca,So,Sa,Hi",
130918_1303,0,22,nfc-130918_1303-phase3-subj10,1,Pa,Pa
130918_1303,0,27,nfc-130918_1303-phase3-subj10,1,"Pa,Sa,Hi",Pa
130918_1303,0,9,nfc-130918_1303-phase3-subj10,1,"Pa,Sa",Pa
130918_1303,0,2,nfc-130918_1303-phase3-subj10,1,"Ca,So,Sa",Sa
130918_1303,0,6,nfc-130918_1303-phase3-subj10,1,"Ca,So,Pa,Hi",Pa
130918_1303,0,7,nfc-130918_1303-phase3-subj10,1,"Ca,So,Pa,Sa,Hi",Pa
130918_1303,0,26,nfc-130918_1303-phase3-subj10,1,"So,Pa,Hi",Pa
130918_1303,0,12,nfc-130918_1303-phase3-subj10,1,So,
130918_1303,0,13,nfc-130918_1303-phase3-subj10,1,"So,Pa",Pa
130918_1303,0,4,nfc-130918_1303-phase3-subj10,1,"Ca,Pa,Sa",Pa
130918_1303,0,3,nfc-130918_1303-phase3-subj10,1,"Sa,Hi",Sa
130918_1303,0,20,nfc-130918_1303-phase3-subj10,1,"So,Pa,Sa,Hi",Pa
130918_1303,0,15,nfc-130918_1303-phase3-subj10,1,"Ca,So,Hi",So
130918_1303,0,23,nfc-130918_1303-phase3-subj10,1,"Ca,Sa",Sa
130918_1303,0,16,nfc-130918_1303-phase3-subj10,1,"Ca,Pa,Hi",Pa
130918_1303,0,5,nfc-130918_1303-phase3-subj10,1,"Ca,So,Pa",Pa
130918_1303,0,29,nfc-130918_1303-phase3-subj10,1,"So,Sa,Hi",Sa
130918_1303,0,25,nfc-130918_1303-phase3-subj10,1,"So,Pa,Sa",Pa
130918_1303,0,10,nfc-130918_1303-phase3-subj10,1,Hi,
130918_1303,0,31,nfc-130918_1303-phase3-subj10,1,"Ca,So,Pa,Sa",Pa
130918_1303,0,19,nfc-130918_1303-phase3-subj10,1,"Ca,Pa,Sa,Hi",Pa
130918_1303,0,18,nfc-130918_1303-phase3-subj10,1,"Pa,Hi",Pa
130918_1303,0,30,nfc-130918_1303-phase3-subj10,1,"Ca,Hi",Hi
130918_1303,0,24,nfc-130918_1303-phase3-subj10,1,"Ca,Pa",Pa
130918_1303,0,14,nfc-130918_1303-phase3-subj10,1,"Ca,So",
130918_1303,0,21,nfc-130918_1303-phase3-subj10,1,"Ca,Sa,Hi",Sa
130918_1303,0,1,nfc-130918_1303-phase3-subj10,1,"So,Hi",So
130918_1303,0,8,nfc-130918_1303-phase3-subj10,1,Sa,
130918_1303,0,1,nfc-130918_1303-phase3-subj11,1,"So,Hi",So
130918_1303,0,21,nfc-130918_1303-phase3-subj11,1,"Ca,Sa,Hi",Sa
130918_1303,0,12,nfc-130918_1303-phase3-subj11,1,So,So
130918_1303,0,22,nfc-130918_1303-phase3-subj11,1,Pa,Pa
130918_1303,0,17,nfc-130918_1303-phase3-subj11,1,"So,Sa",Sa
130918_1303,0,2,nfc-130918_1303-phase3-subj11,1,"Ca,So,Sa",Sa
130918_1303,0,16,nfc-130918_1303-phase3-subj11,1,"Ca,Pa,Hi",Hi
130918_1303,0,14,nfc-130918_1303-phase3-subj11,1,"Ca,So",So
130918_1303,0,11,nfc-130918_1303-phase3-subj11,1,"Ca,So,Sa,Hi",Sa
130918_1303,0,7,nfc-130918_1303-phase3-subj11,1,"Ca,So,Pa,Sa,Hi",Sa
130918_1303,0,23,nfc-130918_1303-phase3-subj11,1,"Ca,Sa",Sa
130918_1303,0,15,nfc-130918_1303-phase3-subj11,1,"Ca,So,Hi",So
130918_1303,0,19,nfc-130918_1303-phase3-subj11,1,"Ca,Pa,Sa,Hi",Sa
130918_1303,0,24,nfc-130918_1303-phase3-subj11,1,"Ca,Pa",Ca
130918_1303,0,8,nfc-130918_1303-phase3-subj11,1,Sa,Sa
130918_1303,0,31,nfc-130918_1303-phase3-subj11,1,"Ca,So,Pa,Sa",Sa
130918_1303,0,26,nfc-130918_1303-phase3-subj11,1,"So,Pa,Hi",So
130918_1303,0,28,nfc-130918_1303-phase3-subj11,1,Ca,Ca
130918_1303,0,20,nfc-130918_1303-phase3-subj11,1,"So,Pa,Sa,Hi",Sa
130918_1303,0,9,nfc-130918_1303-phase3-subj11,1,"Pa,Sa",Sa
130918_1303,0,5,nfc-130918_1303-phase3-subj11,1,"Ca,So,Pa",So
130918_1303,0,29,nfc-130918_1303-phase3-subj11,1,"So,Sa,Hi",Sa
130918_1303,0,30,nfc-130918_1303-phase3-subj11,1,"Ca,Hi",Hi
130918_1303,0,10,nfc-130918_1303-phase3-subj11,1,Hi,
130918_1303,0,13,nfc-130918_1303-phase3-subj11,1,"So,Pa",So
130918_1303,0,6,nfc-130918_1303-phase3-subj11,1,"Ca,So,Pa,Hi",So
130918_1303,0,25,nfc-130918_1303-phase3-subj11,1,"So,Pa,Sa",Sa
130918_1303,0,3,nfc-130918_1303-phase3-subj11,1,"Sa,Hi",Sa
130918_1303,0,27,nfc-130918_1303-phase3-subj11,1,"Pa,Sa,Hi",Sa
130918_1303,0,18,nfc-130918_1303-phase3-subj11,1,"Pa,Hi",Hi
130918_1303,0,4,nfc-130918_1303-phase3-subj11,1,"Ca,Pa,Sa",Sa
130918_1303,0,6,nfc-130918_1303-phase3-subj12,1,"Ca,So,Pa,Hi",Pa
130918_1303,0,26,nfc-130918_1303-phase3-subj12,1,"So,Pa,Hi",Pa
130918_1303,0,5,nfc-130918_1303-phase3-subj12,1,"Ca,So,Pa",Pa
130918_1303,0,20,nfc-130918_1303-phase3-subj12,1,"So,Pa,Sa,Hi",Pa
